"Region, subregion, country or area *",Location code,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,,,,,,,,
Bolivia (Plurinational State of),68,12413.315,12581.842,12749.291,12915.589,13080.492,13243.777,13405.564,13565.508,13723.362,13879.052,14032.582,14183.822,14332.32,14478.103,14621.41,14761.948,14899.396,15033.985,15165.742,15294.512,15420.211,15542.791,15662.315,15778.746,15892.253,16002.81,16110.162,16214.293,16315.135,16412.66,16507.182,16598.475,16686.506,16771.479,16853.247,16931.873,17007.283,17079.615,17148.876,17215.096,17278.405,17338.469,17395.359,17449.196,17499.503,17546.427,17590.206,17631.024,17669.103,17704.041,17736.124,17765.645,17792.18,17815.466,17835.571,17852.885,17867.661,17880.019,17890.037,17897.868,17903.69,17907.416,17909.13,17908.96,17907.178,17903.943,17899.006,17892.236,17883.841,17874.086,17863.059,17850.427,17835.923,17819.658,17801.592,17781.879,17760.564,,,,,,,,
Brazil,76,211998.574,212812.405,213562.666,214261.025,214911.373,215515.17,216074.411,216587.35,217055.384,217479.384,217860.883,218199.708,218495.204,218747.241,218955.562,219118.373,219237.084,219307.149,219319.761,219276.52,219178.994,219026.197,218821.034,218565.368,218258.22,217897.826,217489.3,217040.324,216546.444,216005.325,215419.906,214791.954,214123.892,213414.292,212663,211870.766,211038.801,210170.464,209264.206,208321.482,207347.94,206343.441,205306.68,204242.531,203151.118,202033.246,200893.056,199730.068,198546.036,197343.262,196125.08,194895.91,193656.036,192404.845,191143.681,189874.549,188598.788,187316.359,186029.711,184743.966,183460.424,182177.768,180894.224,179611.128,178330.392,177054.244,175780.971,174510.794,173245.424,171986.046,170732.552,169483.292,168241.139,167006.445,165782.112,164569.631,163364.064,,,,,,,,
Chile,152,19764.772,19859.921,19945.85,20026.154,20100.933,20169.624,20233.183,20290.986,20341.807,20385.073,20422.549,20455.94,20485.086,20507.95,20524.482,20535.706,20542.103,20543.285,20539.916,20532.923,20519.684,20499.138,20473.282,20443.723,20408.336,20366.442,20320.306,20269.202,20211.416,20146.396,20075.221,19998.262,19915.522,19827.632,19735.659,19638.753,19536.589,19430.026,19318.424,19201.092,19077.781,18951.112,18820.965,18687.548,18552.334,18415.486,18276.83,18135.293,17992.067,17847.738,17700.422,17549.406,17395.724,17239.828,17081.481,16921.161,16758.877,16594.886,16430.962,16265.892,16098.427,15928.82,15757.606,15585.567,15412.002,15237.933,15064.884,14893.262,14723.84,14555.966,14389.263,14224.298,14061.317,13901.092,13742.672,13585.685,13430.616,,,,,,,,
Colombia,170,52886.364,53425.636,53936.226,54422.266,54885.116,55322.626,55736.475,56125.963,56490.498,56832.261,57151.612,57445.753,57716.865,57965.296,58190.078,58394.306,58576.446,58736.885,58878.128,59000.357,59104.59,59190.823,59259.76,59313.133,59351.253,59375.01,59385.356,59382.96,59368.286,59341.502,59302.995,59252.857,59191.341,59118.668,59034.73,58939.676,58833.441,58716,58587.064,58446.679,58294.75,58131.055,57955.18,57766.692,57565.953,57353.303,57128.481,56891.287,56642.33,56382.061,56110.522,55827.989,55535.068,55231.931,54918.95,54597.432,54267.963,53930.888,53586.874,53236.62,52881.132,52520.934,52156.801,51789.198,51418.568,51046.494,50674.5,50303.186,49933.006,49564.33,49197.688,48834.469,48475.98,48121.487,47770.267,47423.141,47080.764,,,,,,,,
Ecuador,218,18135.478,18289.896,18444.506,18600.32,18757.226,18914.096,19069.719,19222.811,19372.5,19518.745,19661.352,19800.128,19935.165,20066.378,20193.575,20316.265,20434.22,20547.45,20655.768,20759.13,20857.47,20950.628,21038.531,21121.175,21198.613,21270.656,21337.238,21398.376,21454.121,21504.693,21550.212,21590.749,21626.328,21657.052,21682.84,21703.726,21719.868,21731.323,21738.128,21740.23,21737.595,21730.188,21718.319,21702.076,21681.234,21655.75,21625.452,21590.423,21550.788,21506.456,21457.511,21404.281,21346.769,21284.802,21218.53,21148.155,21074.018,20996.368,20915.401,20831.315,20744.221,20654.31,20561.584,20466.355,20369.042,20269.675,20168.411,20065.449,19960.973,19855.31,19748.658,19641.077,19532.656,19423.475,19313.638,19203.15,19092.159,,,,,,,,
Falkland Islands (Malvinas),238,3.471,3.469,3.465,3.461,3.45,3.434,3.422,3.412,3.402,3.391,3.381,3.367,3.355,3.343,3.335,3.33,3.317,3.303,3.292,3.277,3.263,3.25,3.236,3.224,3.209,3.194,3.176,3.159,3.14,3.118,3.094,3.069,3.045,3.019,2.994,2.97,2.944,2.918,2.89,2.86,2.833,2.804,2.776,2.75,2.723,2.697,2.674,2.649,2.624,2.602,2.584,2.561,2.542,2.524,2.5,2.477,2.46,2.449,2.436,2.42,2.404,2.393,2.383,2.372,2.358,2.346,2.336,2.327,2.32,2.312,2.304,2.3,2.289,2.277,2.268,2.26,2.252,,,,,,,,
French Guiana,254,308.523,313.666,318.871,324.223,329.79,335.606,341.732,348.043,354.396,360.778,367.187,373.616,380.064,386.564,393.083,399.606,406.168,412.728,419.256,425.815,432.425,439.025,445.62,452.213,458.776,465.347,471.917,478.448,484.942,491.467,498.05,504.613,511.17,517.733,524.306,530.887,537.432,544.004,550.591,557.16,563.711,570.236,576.763,583.262,589.716,596.222,602.75,609.18,615.575,621.981,628.34,634.688,641.068,647.376,653.584,659.774,665.982,672.147,678.26,684.364,690.382,696.328,702.234,708.034,713.786,719.51,725.137,730.618,735.998,741.224,746.294,751.289,756.296,761.258,766.042,770.684,775.238,,,,,,,,
Guyana,328,831.086,835.986,840.89,846.02,851.158,856.044,861.037,866.08,871.235,876.347,881.224,885.936,890.33,894.656,899.018,903.321,907.506,911.727,915.814,919.585,923.122,926.353,929.479,932.486,935.334,938.065,940.608,942.744,944.713,946.873,948.83,950.378,951.554,952.722,954.038,955.435,956.825,957.922,958.828,959.495,959.852,960.041,960.172,960.222,960.147,959.738,959.122,958.429,957.449,956.298,955.18,954.06,952.733,951.25,949.617,947.841,945.878,943.894,941.836,939.7,937.526,935.035,932.344,929.683,927.011,924.136,921.258,918.466,915.552,912.53,909.39,906.16,902.884,899.64,896.248,892.607,888.952,,,,,,,,
Paraguay,600,6929.153,7013.077,7095.28,7175.674,7254.524,7331.906,7407.618,7481.64,7554.223,7625.458,7695.122,7763.52,7830.881,7896.973,7961.865,8025.489,8087.572,8148.402,8208.322,8267.006,8324.332,8380.53,8435.754,8489.46,8541.344,8591.714,8640.464,8687.836,8733.842,8778.134,8820.754,8861.722,8900.978,8938.519,8974.393,9007.994,9039.004,9068.141,9095.806,9121.728,9145.362,9166.621,9185.964,9203.328,9218.73,9232.71,9245.164,9255.833,9264.882,9272.434,9278.307,9282.641,9285.414,9286.806,9287.139,9286.252,9284.176,9280.81,9276.356,9271.188,9265.34,9258.413,9250.182,9241.37,9232.058,9221.462,9209.818,9197.497,9184.438,9170.692,9156.05,9140.613,9124.248,9106.776,9088.384,9068.852,9047.989,,,,,,,,
Peru,604,34217.848,34576.665,34922.148,35255.685,35578.288,35890.708,36193.88,36488.441,36774.945,37054.376,37326.806,37591.425,37848.158,38096.898,38337.332,38569.891,38794.648,39011.543,39220.379,39420.651,39612.85,39796.724,39971.719,40137.878,40294.855,40443.281,40583.876,40716.361,40840.546,40957.007,41065.41,41165.324,41256.616,41339.326,41413.342,41478.531,41535.486,41584.19,41624.298,41655.916,41678.955,41693.592,41700.246,41698.82,41689.196,41671.174,41644.885,41610.906,41569.488,41520.628,41464.182,41400.344,41329.558,41252.091,41168.187,41078.032,40981.474,40878.796,40770.53,40657.212,40538.9,40415.42,40287.463,40155.117,40018.642,39879.07,39736.466,39590.576,39441.778,39289.682,39135.258,38978.783,38819.605,38658.263,38495.086,38330.012,38163.318,,,,,,,,
Suriname,740,634.431,639.85,645.256,650.566,655.782,660.794,665.651,670.421,675.074,679.568,683.912,688.19,692.348,696.211,699.912,703.572,707.16,710.623,713.904,717.002,719.926,722.756,725.322,727.734,730.041,732.028,733.905,735.702,737.364,738.932,740.46,742.019,743.388,744.705,745.819,746.671,747.612,748.442,749.17,749.826,750.506,751.263,751.779,752.175,752.536,752.716,752.827,752.897,752.856,752.664,752.421,752.06,751.576,751.058,750.425,749.726,748.838,747.736,746.559,745.273,743.861,742.291,740.564,738.776,736.798,734.632,732.503,730.33,728.006,725.618,723.268,720.921,718.569,716.216,713.836,711.459,709.006,,,,,,,,
Uruguay,858,3386.587,3384.688,3382.537,3380.24,3377.89,3375.427,3372.887,3370.279,3367.54,3364.649,3361.586,3358.282,3354.674,3350.732,3346.423,3341.666,3336.458,3330.796,3324.635,3317.934,3310.608,3302.675,3294.199,3285.154,3275.504,3265.251,3254.354,3242.784,3230.534,3217.6,3203.934,3189.562,3174.55,3158.984,3142.928,3126.373,3109.396,3092.138,3074.663,3057.008,3039.192,3021.171,3002.939,2984.502,2965.811,2946.823,2927.558,2908.086,2888.392,2868.47,2848.258,2827.737,2806.932,2785.804,2764.359,2742.579,2720.454,2698.018,2675.289,2652.274,2629.007,2605.488,2581.716,2557.749,2533.619,2509.344,2484.974,2460.534,2436.098,2411.75,2387.526,2363.439,2339.509,2315.779,2292.229,2268.917,2245.886,,,,,,,,
Venezuela (Bolivarian Republic of),862,28405.543,28516.896,28633.711,28758.567,28885.164,29014.444,29151.81,29295.749,29442.535,29587.102,29735.158,29883.329,30020.165,30146.549,30268.329,30386.291,30495.443,30590.202,30674.533,30749.668,30813.812,30871.487,30923.464,30974.369,31021.604,31059.956,31094.883,31122.397,31146.373,31168.37,31183.525,31198.439,31210.497,31213.042,31210.975,31206.436,31197.937,31188.522,31177.02,31162.722,31147.758,31128.198,31100.58,31067.285,31032.694,30996.88,30957.606,30916.456,30873.679,30829.748,30787.912,30743.547,30694.27,30641.635,30582.757,30520.25,30456.004,30390.713,30322.894,30252.173,30178.827,30100.921,30015.81,29923.922,29828.983,29728.092,29620.002,29508.466,29393.893,29271.194,29141.701,29008.481,28867.501,28722.688,28574.957,28426.546,28280.552,,,,,,,,
Northern America,905,385295.105,387528.403,389628.823,391635.882,393614.554,395551.167,397429.677,399275.124,401085.093,402854.91,404600.64,406311.791,407977.338,409616,411227.411,412785.536,414279.418,415725.385,417144.02,418518.389,419820.888,421071.647,422262.787,423404.772,424505.676,425555.76,426579.885,427590.135,428576.147,429538.931,430466.869,431358.253,432252.52,433186.202,434174.258,435178.723,436166.363,437177.044,438230.437,439302.596,440373.536,441453.15,442566.208,443715.057,444869.612,446025.003,447170.393,448309.567,449432.044,450518.906,451586.585,452662.372,453736.98,454756.936,455747.436,456704.904,457616.197,458559.044,459501.25,460397.539,461283.83,462125.553,462960.93,463821.595,464719.321,465627.848,466495.184,467371.829,468268.295,469155.96,470043.744,470927.466,471775.615,472612.034,473430.244,474215.294,474966.034,,,,,,,,
Bermuda,60,64.636,64.554,64.459,64.34,64.2,64.042,63.868,63.681,63.486,63.275,63.039,62.782,62.5,62.202,61.892,61.562,61.214,60.859,60.482,60.084,59.678,59.259,58.824,58.376,57.91,57.429,56.937,56.439,55.93,55.404,54.875,54.346,53.809,53.278,52.754,52.229,51.702,51.181,50.665,50.155,49.661,49.172,48.683,48.206,47.733,47.264,46.805,46.35,45.908,45.474,45.043,44.611,44.186,43.773,43.365,42.956,42.561,42.181,41.8,41.428,41.061,40.7,40.344,39.989,39.643,39.303,38.959,38.62,38.288,37.957,37.623,37.297,36.971,36.637,36.31,35.987,35.668,,,,,,,,
Canada,124,39742.43,40126.723,40467.728,40782.234,41085.503,41376.296,41655.589,41928.615,42191.768,42438.03,42676.472,42905.267,43124.451,43343.006,43555.952,43759.36,43951.417,44137.906,44321.95,44501.136,44675.804,44850.096,45016.755,45173.486,45329.217,45476.95,45621.882,45771.463,45922.954,46071.01,46213.216,46357.072,46504.143,46655.784,46816.196,46982.141,47145.288,47309.916,47481.924,47656.822,47829.974,48002.027,48174.163,48350.94,48525.241,48692.311,48857.807,49022.938,49187.299,49346.189,49501.805,49661.529,49826.114,49984.253,50140.226,50297.17,50449.269,50606.318,50759.611,50910.759,51064.69,51211.734,51357.63,51502.22,51658.545,51815.706,51956.748,52105.251,52259.694,52414.813,52573.7,52734.098,52898.268,53074.354,53258.348,53436.912,53612.234,,,,,,,,
Greenland,304,55.84,55.745,55.629,55.498,55.366,55.217,55.05,54.878,54.681,54.463,54.24,54,53.748,53.486,53.219,52.951,52.672,52.392,52.117,51.837,51.552,51.266,50.986,50.704,50.421,50.154,49.898,49.638,49.376,49.118,48.859,48.603,48.358,48.114,47.868,47.619,47.364,47.1,46.829,46.555,46.282,46.008,45.737,45.458,45.168,44.882,44.597,44.309,44.025,43.743,43.464,43.184,42.904,42.637,42.372,42.112,41.853,41.601,41.355,41.105,40.861,40.62,40.387,40.162,39.937,39.715,39.491,39.261,39.037,38.817,38.591,38.362,38.135,37.916,37.688,37.459,37.23,,,,,,,,
Saint Pierre and Miquelon,666,5.628,5.574,5.514,5.454,5.4,5.344,5.288,5.235,5.185,5.134,5.078,5.027,4.98,4.937,4.892,4.845,4.798,4.75,4.7,4.655,4.608,4.553,4.495,4.438,4.382,4.321,4.258,4.198,4.134,4.066,3.999,3.935,3.87,3.8,3.735,3.676,3.614,3.554,3.497,3.445,3.391,3.332,3.276,3.228,3.184,3.141,3.096,3.05,3.009,2.968,2.925,2.885,2.85,2.811,2.771,2.736,2.697,2.66,2.623,2.588,2.553,2.514,2.482,2.448,2.415,2.382,2.346,2.309,2.276,2.247,2.216,2.181,2.144,2.11,2.078,2.047,2.013,,,,,,,,
United States of America,840,345426.571,347275.808,349035.494,350728.355,352404.085,354050.267,355649.881,357222.715,358769.974,360294.008,361801.811,363284.716,364731.66,366152.37,367551.455,368906.818,370209.316,371469.478,372704.772,373900.677,375029.246,376106.473,377131.728,378117.767,379063.745,379966.906,380846.91,381708.397,382543.753,383359.332,384145.92,384894.297,385642.341,386425.226,387253.706,388093.058,388918.394,389765.294,390647.522,391545.618,392444.228,393352.609,394294.35,395267.226,396248.286,397237.405,398218.088,399192.92,400151.804,401080.532,401993.348,402910.163,403820.926,404683.462,405518.702,406319.929,407079.816,407866.284,408655.86,409401.659,410134.666,410829.985,411520.086,412236.777,412978.78,413730.741,414457.64,415186.389,415929,416662.127,417391.616,418115.527,418800.097,419461.017,420095.82,420702.888,421278.889,,,,,,,,
Oceania,909,46088.716,46609.644,47118.993,47619.141,48113.153,48596.699,49071.522,49540.45,50000.979,50454.617,50904.057,51351.255,51797.065,52236.632,52672.625,53104.814,53532.011,53960.539,54389.549,54814.906,55235.476,55654.839,56074.223,56484.704,56891.405,57294.585,57688.178,58078.782,58462.442,58839.147,59214.918,59589.007,59954.853,60313.94,60673.876,61028.226,61373.34,61714.503,62053.4,62391.152,62722.829,63051.767,63385.873,63721.193,64053.165,64380.136,64699.126,65009.078,65315.019,65618.854,65920.204,66219.156,66513.117,66806.765,67100.367,67388.296,67672.73,67958.761,68240.234,68518.192,68790.734,69055.332,69322.431,69593.308,69871.41,70148.494,70424.208,70702.942,70976.105,71241.489,71495.139,71742.53,71993.244,72246.532,72490.596,72721.134,72945.697,,,,,,,,
Australia/New Zealand,927,31927.149,32225.925,32514.575,32795.141,33070.667,33337.168,33595.888,33850.276,34098.038,34340.228,34579.057,34816.77,35054.402,35286.992,35517.929,35747.428,35974.741,36206.058,36440.454,36673.209,36902.417,37131.679,37363.938,37591.123,37817.394,38042.638,38262.257,38482.802,38698.791,38911.609,39126.85,39343.994,39557.627,39767.492,39980.953,40191.82,40395.884,40600.224,40807.352,41016.558,41221.359,41424.994,41636.366,41851.914,42067.69,42282.791,42494.164,42699.076,42902.783,43109.03,43317.042,43525.537,43732.018,43940.912,44151.378,44359.32,44565.431,44775.937,44987.374,45197.447,45404.946,45607.906,45815.636,46030.734,46256.776,46485.06,46713.207,46946.613,47178.988,47407.576,47628.054,47845.775,48070.402,48301.375,48527.482,48743.27,48955.978,,,,,,,,
Australia,36,26713.205,26974.026,27227.096,27474.271,27718.838,27956.571,28188.539,28417.794,28641.922,28861.602,29078.992,29296.168,29513.613,29726.637,29938.042,30148.427,30357.45,30570.272,30786.334,31002.214,31216.094,31431.122,31650.488,31866.219,32081.621,32297.18,32506.969,32716.087,32921.908,33125.573,33331.248,33539.309,33745.342,33949.054,34156.815,34362.634,34562.683,34764.693,34969.212,35175.466,35377.58,35577.439,35784.852,35997.266,36211.023,36424.702,36635.122,36839.672,37041.408,37245.058,37451.852,37659.585,37865.664,38073.8,38284.007,38492.857,38700.844,38913.382,39127.226,39341.144,39552.738,39759.318,39970.333,40188.433,40416.3,40646.491,40876.704,41111.42,41344.708,41574.723,41797.144,42016.474,42243.352,42477.126,42706.735,42926.634,43143.685,,,,,,,,
New Zealand,554,5213.944,5251.899,5287.479,5320.87,5351.829,5380.596,5407.349,5432.482,5456.116,5478.626,5500.066,5520.602,5540.789,5560.354,5579.887,5599.002,5617.29,5635.786,5654.12,5670.996,5686.324,5700.557,5713.45,5724.904,5735.774,5745.459,5755.288,5766.716,5776.883,5786.036,5795.602,5804.685,5812.284,5818.438,5824.138,5829.186,5833.202,5835.532,5838.14,5841.093,5843.778,5847.555,5851.514,5854.647,5856.667,5858.088,5859.042,5859.404,5861.376,5863.972,5865.19,5865.952,5866.355,5867.112,5867.37,5866.464,5864.587,5862.554,5860.148,5856.304,5852.208,5848.588,5845.302,5842.301,5840.476,5838.569,5836.503,5835.193,5834.279,5832.853,5830.91,5829.301,5827.05,5824.25,5820.746,5816.636,5812.294,,,,,,,,
Melanesia,928,12944.9,13165.119,13383.874,13601.038,13816.58,14030.382,14242.885,14453.404,14661.891,14868.889,15074.764,15279.19,15482.088,15683.689,15883.182,16080.193,16274.485,16466.085,16655.025,16842.039,17027.844,17212.397,17394.171,17572.441,17748.073,17921.362,18090.929,18256.874,18420.712,18581.064,18738.358,18892.217,19041.508,19187.904,19331.49,19472.185,19610.656,19744.969,19874.228,20000.194,20124.404,20247.126,20367.21,20484.236,20597.69,20706.904,20812.018,20914.47,21014.105,21109.253,21200.306,21288.565,21373.899,21456.645,21537.891,21616.122,21692.916,21767.113,21835.971,21902.847,21967.098,22028.124,22087.078,22142.603,22194.458,22243.215,22291.005,22336.73,22378.091,22415.68,22449.828,22480.656,22508.073,22531.91,22551.54,22568.052,22581.827,,,,,,,,
Fiji,242,928.784,933.154,937.282,941.326,945.368,949.282,953.106,956.699,960.074,963.356,966.531,969.628,972.654,975.656,978.558,981.282,983.858,986.424,988.826,990.872,992.749,994.457,995.974,997.337,998.56,999.546,1000.261,1000.845,1001.249,1001.528,1001.66,1001.588,1001.334,1000.954,1000.424,999.754,999.036,998.168,997.112,995.893,994.448,992.812,991.186,989.514,987.713,985.714,983.39,980.921,978.423,975.844,973.17,970.433,967.689,964.958,962.214,959.279,956.125,952.845,949.514,946.153,942.722,939.161,935.458,931.753,928.09,924.394,920.664,916.882,913.068,909.182,905.16,901.035,896.849,892.651,888.34,883.875,879.377,,,,,,,,
New Caledonia,540,292.64,295.333,297.893,300.369,302.839,305.254,307.577,309.838,312.048,314.19,316.246,318.24,320.208,322.158,324.052,325.831,327.5,329.091,330.706,332.311,333.777,335.163,336.484,337.638,338.655,339.643,340.581,341.402,342.168,342.931,343.585,344.155,344.675,345.15,345.662,346.087,346.41,346.695,346.928,347.151,347.379,347.557,347.67,347.687,347.626,347.548,347.462,347.38,347.294,347.238,347.213,347.134,347.006,346.876,346.658,346.379,346.183,346.01,345.8,345.619,345.357,345.025,344.676,344.262,343.817,343.387,342.951,342.462,341.972,341.488,340.964,340.384,339.788,339.145,338.482,337.872,337.221,,,,,,,,
Papua New Guinea,598,10576.501,10762.817,10947.848,11131.272,11312.894,11492.804,11671.425,11848.222,12023.127,12196.646,12369.256,12540.603,12710.682,12879.74,13047.124,13212.67,13376.16,13537.371,13696.147,13853.418,14009.933,14165.588,14318.892,14469.222,14617.371,14763.603,14906.59,15046.436,15184.632,15319.642,15452.11,15581.643,15707.079,15830.065,15950.474,16068.35,16184.46,16296.837,16404.572,16509.326,16612.73,16715.2,16815.379,16912.869,17007.234,17097.902,17185.172,17270.186,17352.715,17431.213,17506.194,17578.92,17648.972,17716.806,17783.709,17848.302,17911.988,17973.524,18030.23,18085.347,18138.342,18188.717,18237.649,18283.631,18326.294,18366.274,18405.692,18443.49,18477.305,18507.776,18535.522,18560.524,18582.666,18601.774,18617.208,18630.031,18640.541,,,,,,,,
Solomon Islands,90,819.198,838.646,858.287,878.103,898.076,918.156,938.349,958.622,978.983,999.322,1019.544,1039.657,1059.531,1079.093,1098.297,1117.095,1135.455,1153.459,1171.336,1189.126,1206.742,1224.199,1241.495,1258.616,1275.593,1292.425,1309.11,1325.603,1341.936,1358.104,1374.039,1389.798,1405.376,1420.725,1435.968,1451.109,1465.99,1480.697,1495.231,1509.595,1523.781,1537.686,1551.351,1564.84,1578.162,1591.222,1603.965,1616.469,1628.721,1640.65,1652.173,1663.385,1674.481,1685.307,1695.734,1705.776,1715.562,1725.11,1734.324,1743.224,1751.827,1760.11,1768.077,1775.751,1783.147,1790.268,1797.135,1803.752,1810.116,1816.171,1821.778,1827.108,1832.143,1836.818,1841.194,1845.301,1849.209,,,,,,,,
